,NAME,percent_uninsured,time,Location,expanded_medicaid,highlight1,highlight2,highlight3,highlight4,highlight5,highlight6
190,Kentucky,16.9,2011,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
191,Kentucky,16.2,2012,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
192,Kentucky,16.8,2013,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
193,Kentucky,9.9,2014,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
194,Kentucky,7.1,2015,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
195,Kentucky,6.0,2016,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
196,Kentucky,6.4,2017,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
197,Kentucky,6.7,2018,Kentucky,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
198,Louisiana,19.5,2008,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
199,Louisiana,20.0,2009,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
200,Louisiana,20.5,2010,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
201,Louisiana,20.1,2011,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
202,Louisiana,19.4,2012,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
203,Louisiana,19.1,2013,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
204,Louisiana,16.9,2014,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
205,Louisiana,13.8,2015,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
206,Louisiana,11.8,2016,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
207,Louisiana,9.6,2017,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
208,Louisiana,9.3,2018,Louisiana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
209,Maine,12.1,2008,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
210,Maine,12.5,2009,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
211,Maine,12.2,2010,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
212,Maine,12.9,2011,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
213,Maine,12.4,2012,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
214,Maine,13.5,2013,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
215,Maine,12.4,2014,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
216,Maine,10.3,2015,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
217,Maine,10.1,2016,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
218,Maine,10.2,2017,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
219,Maine,10.2,2018,Maine,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
220,Maryland,12.3,2008,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
221,Maryland,12.9,2009,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
222,Maryland,12.7,2010,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
223,Maryland,12.0,2011,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
224,Maryland,11.8,2012,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
225,Maryland,11.7,2013,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
226,Maryland,8.9,2014,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
227,Maryland,7.400000000000001,2015,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
228,Maryland,7.000000000000001,2016,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
229,Maryland,7.000000000000001,2017,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
230,Maryland,6.9,2018,Maryland,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
231,Massachusetts,4.4,2008,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
232,Massachusetts,4.9,2009,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
233,Massachusetts,5.2,2010,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
234,Massachusetts,4.9,2011,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
235,Massachusetts,4.5,2012,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
236,Massachusetts,4.3,2013,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
237,Massachusetts,3.8,2014,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
238,Massachusetts,3.2,2015,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
239,Massachusetts,3.0,2016,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
240,Massachusetts,3.3000000000000003,2017,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
241,Massachusetts,3.3000000000000003,2018,Massachusetts,Yes,noHighlight,noHighlight,Highlight,noHighlight,Highlight,noHighlight
242,Michigan,12.4,2008,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
243,Michigan,13.900000000000002,2009,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
244,Michigan,14.3,2010,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
245,Michigan,13.600000000000001,2011,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
246,Michigan,13.4,2012,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
247,Michigan,12.9,2013,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
248,Michigan,10.1,2014,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
249,Michigan,7.200000000000001,2015,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
250,Michigan,6.4,2016,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
251,Michigan,6.1,2017,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
252,Michigan,6.5,2018,Michigan,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
253,Minnesota,9.5,2008,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
254,Minnesota,10.2,2009,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
255,Minnesota,10.3,2010,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
256,Minnesota,10.2,2011,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
257,Minnesota,9.2,2012,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
258,Minnesota,9.5,2013,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
259,Minnesota,6.7,2014,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
260,Minnesota,5.2,2015,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
261,Minnesota,4.8,2016,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
262,Minnesota,5.1,2017,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
263,Minnesota,5.1,2018,Minnesota,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
264,Mississippi,19.3,2008,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
265,Mississippi,20.5,2009,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
266,Mississippi,21.0,2010,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
267,Mississippi,20.6,2011,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
268,Mississippi,19.7,2012,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
269,Mississippi,20.0,2013,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
270,Mississippi,17.1,2014,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
271,Mississippi,14.800000000000002,2015,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
272,Mississippi,14.000000000000002,2016,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
273,Mississippi,14.499999999999998,2017,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
274,Mississippi,14.400000000000002,2018,Mississippi,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
275,Missouri,14.3,2008,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
276,Missouri,15.2,2009,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
277,Missouri,15.299999999999999,2010,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
278,Missouri,16.0,2011,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
279,Missouri,15.8,2012,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
280,Missouri,15.299999999999999,2013,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
281,Missouri,13.699999999999998,2014,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
282,Missouri,11.5,2015,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
283,Missouri,10.6,2016,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
284,Missouri,10.9,2017,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
285,Missouri,11.4,2018,Missouri,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
286,Montana,20.4,2008,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
287,Montana,21.7,2009,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
288,Montana,20.7,2010,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
289,Montana,21.6,2011,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
290,Montana,21.6,2012,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
291,Montana,20.0,2013,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
292,Montana,16.8,2014,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
293,Montana,14.2,2015,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
294,Montana,10.0,2016,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
295,Montana,10.4,2017,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
296,Montana,10.2,2018,Montana,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
297,Nebraska,12.2,2008,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
298,Nebraska,13.3,2009,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
299,Nebraska,13.4,2010,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
300,Nebraska,13.3,2011,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
301,Nebraska,12.9,2012,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
302,Nebraska,12.9,2013,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
303,Nebraska,11.0,2014,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
304,Nebraska,9.4,2015,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
305,Nebraska,9.7,2016,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
306,Nebraska,9.6,2017,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
307,Nebraska,9.4,2018,Nebraska,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
308,Nevada,23.2,2008,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
309,Nevada,24.5,2009,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
310,Nevada,25.1,2010,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
311,Nevada,23.8,2011,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
312,Nevada,24.5,2012,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
313,Nevada,23.3,2013,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
314,Nevada,17.3,2014,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
315,Nevada,14.099999999999998,2015,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
316,Nevada,13.100000000000001,2016,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
317,Nevada,13.100000000000001,2017,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
318,Nevada,12.9,2018,Nevada,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
319,New Hampshire,12.1,2008,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
320,New Hampshire,12.0,2009,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
321,New Hampshire,13.0,2010,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
322,New Hampshire,12.5,2011,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
323,New Hampshire,12.6,2012,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
324,New Hampshire,12.8,2013,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
325,New Hampshire,11.0,2014,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
326,New Hampshire,7.8,2015,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
327,New Hampshire,7.200000000000001,2016,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
328,New Hampshire,7.000000000000001,2017,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
329,New Hampshire,7.1,2018,New Hampshire,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
330,New Jersey,13.699999999999998,2008,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
331,New Jersey,14.400000000000002,2009,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
332,New Jersey,15.0,2010,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
333,New Jersey,14.899999999999999,2011,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
334,New Jersey,14.6,2012,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
335,New Jersey,15.0,2013,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
336,New Jersey,12.6,2014,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
337,New Jersey,10.0,2015,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
338,New Jersey,9.2,2016,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
339,New Jersey,9.0,2017,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
340,New Jersey,8.7,2018,New Jersey,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
341,New Mexico,23.9,2008,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
342,New Mexico,22.9,2009,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
343,New Mexico,22.6,2010,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
344,New Mexico,23.0,2011,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
345,New Mexico,21.5,2012,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
346,New Mexico,21.9,2013,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
347,New Mexico,17.1,2014,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
348,New Mexico,13.100000000000001,2015,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
349,New Mexico,11.2,2016,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
350,New Mexico,11.0,2017,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
351,New Mexico,11.5,2018,New Mexico,Yes,noHighlight,Highlight,noHighlight,noHighlight,Highlight,noHighlight
352,New York,13.100000000000001,2008,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
353,New York,13.200000000000001,2009,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
354,New York,13.699999999999998,2010,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
355,New York,13.200000000000001,2011,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
356,New York,12.6,2012,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
357,New York,12.4,2013,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
358,New York,10.1,2014,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
359,New York,8.2,2015,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
360,New York,7.1,2016,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
361,New York,6.6000000000000005,2017,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
362,New York,6.3,2018,New York,Yes,noHighlight,noHighlight,noHighlight,noHighlight,Highlight,noHighlight
363,North Carolina,17.4,2008,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
364,North Carolina,18.0,2009,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
365,North Carolina,19.1,2010,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
366,North Carolina,18.7,2011,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
367,North Carolina,19.0,2012,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
368,North Carolina,18.1,2013,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
369,North Carolina,15.2,2014,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
370,North Carolina,13.0,2015,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
371,North Carolina,12.2,2016,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
372,North Carolina,12.6,2017,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
373,North Carolina,12.7,2018,North Carolina,No,noHighlight,noHighlight,noHighlight,noHighlight,noHighlight,Highlight
